x,y,radius
-5.5023450949848695e-11,300.0000000091447,150
267.49226428221726,144.69210983448727,150
174.39823422759133,-201.1837911857442,150
-178.61248121259874,-202.20451894894148,150
-275.12227131519745,137.0772557040359,150
2.0980805221025864,52.26078660309615,150
